BR Cod Mun Infecção,NM MUN (MUNINF.csv),Year of BR Data de Notificação,Number of Records
210650,Matinha,2010,1
210650,Matinha,2008,3
210650,Matinha,2007,1
210660,Matões,2013,1
210660,Matões,2009,1
210663,Matões do Norte,2010,1
210663,Matões do Norte,2009,15
210663,Matões do Norte,2007,43
210667,Milagres do Maranhão,2009,1
210675,Miranda do Norte,2008,1
210680,Mirinzal,2014,1
210680,Mirinzal,2011,4
210680,Mirinzal,2007,4
210690,Monção,2013,1
210690,Monção,2011,1
210690,Monção,2010,42
210690,Monção,2009,4
210690,Monção,2008,6
210690,Monção,2007,553
210710,Morros,2010,3
210710,Morros,2009,8
210710,Morros,2008,4
210710,Morros,2007,3
210735,Nova Olinda do Maranhão,2018,2
210735,Nova Olinda do Maranhão,2016,1
210735,Nova Olinda do Maranhão,2015,3
210735,Nova Olinda do Maranhão,2014,19
210735,Nova Olinda do Maranhão,2013,2
210735,Nova Olinda do Maranhão,2012,3
210735,Nova Olinda do Maranhão,2011,6
210735,Nova Olinda do Maranhão,2010,9
210735,Nova Olinda do Maranhão,2009,18
210735,Nova Olinda do Maranhão,2008,27
210735,Nova Olinda do Maranhão,2007,55
210740,Olho d'Água das Cunhãs,2014,1
210740,Olho d'Água das Cunhãs,2013,1
210740,Olho d'Água das Cunhãs,2012,5
210740,Olho d'Água das Cunhãs,2011,1
210740,Olho d'Água das Cunhãs,2007,2
210745,Olinda Nova do Maranhão,2011,2
210745,Olinda Nova do Maranhão,2008,1
210745,Olinda Nova do Maranhão,2007,3
210750,Paço do Lumiar,2016,1
210750,Paço do Lumiar,2013,1
210750,Paço do Lumiar,2011,1
210750,Paço do Lumiar,2010,1
210750,Paço do Lumiar,2008,5
210750,Paço do Lumiar,2007,40
210760,Palmeirândia,2013,1
210760,Palmeirândia,2012,1
210760,Palmeirândia,2009,1
210760,Palmeirândia,2008,1
210770,Paraibano,2017,1
210770,Paraibano,2015,1
210770,Paraibano,2011,3
210770,Paraibano,2009,1
210780,Parnarama,2015,1
210780,Parnarama,2010,60
210780,Parnarama,2009,14
210800,Pastos Bons,2012,3
210800,Pastos Bons,2011,1
210810,Paulo Ramos,2014,1
210810,Paulo Ramos,2012,2
210810,Paulo Ramos,2010,1
210810,Paulo Ramos,2009,6
210810,Paulo Ramos,2008,2
210810,Paulo Ramos,2007,5
210820,Pedreiras,2016,1
210820,Pedreiras,2013,1
210820,Pedreiras,2010,3
210820,Pedreiras,2007,2
210825,Pedro do Rosário,2015,22
210825,Pedro do Rosário,2014,6
210825,Pedro do Rosário,2013,7
210825,Pedro do Rosário,2012,3
210825,Pedro do Rosário,2011,7
210825,Pedro do Rosário,2010,3
210825,Pedro do Rosário,2009,49
210825,Pedro do Rosário,2008,27
210825,Pedro do Rosário,2007,95
210830,Penalva,2009,1
210830,Penalva,2008,8
210830,Penalva,2007,46
210840,Peri Mirim,2011,2
210845,Peritoró,2018,1
210845,Peritoró,2016,3
210845,Peritoró,2015,1
210845,Peritoró,2014,1
210845,Peritoró,2012,1
210845,Peritoró,2011,2
210845,Peritoró,2010,37
210845,Peritoró,2009,18
210845,Peritoró,2007,6
210850,Pindaré-Mirim,2018,3
210850,Pindaré-Mirim,2012,1
210850,Pindaré-Mirim,2009,3
210850,Pindaré-Mirim,2008,11
210850,Pindaré-Mirim,2007,150
210860,Pinheiro,2014,1
210860,Pinheiro,2013,1
210860,Pinheiro,2012,10
210860,Pinheiro,2011,39
210860,Pinheiro,2010,6
210860,Pinheiro,2009,11
210860,Pinheiro,2008,13
210860,Pinheiro,2007,8
210870,Pio XII,2011,1
210870,Pio XII,2010,2
210870,Pio XII,2009,1
210870,Pio XII,2007,3
210880,Pirapemas,2013,1
210880,Pirapemas,2010,5
210880,Pirapemas,2009,31
210880,Pirapemas,2008,11
210880,Pirapemas,2007,82
210890,Poção de Pedras,2016,1
210890,Poção de Pedras,2015,1
210890,Poção de Pedras,2012,1
210890,Poção de Pedras,2007,2
210900,Porto Franco,2013,6
210900,Porto Franco,2012,1
210900,Porto Franco,2010,1
210900,Porto Franco,2009,1
210905,Porto Rico do Maranhão,2010,4
210905,Porto Rico do Maranhão,2009,7
210910,Presidente Dutra,2018,2
210910,Presidente Dutra,2017,1
210910,Presidente Dutra,2011,3
210910,Presidente Dutra,2010,1
210910,Presidente Dutra,2009,1
210910,Presidente Dutra,2008,3
210910,Presidente Dutra,2007,3
210920,Presidente Juscelino,2012,1
210920,Presidente Juscelino,2011,3
210920,Presidente Juscelino,2010,38
210920,Presidente Juscelino,2009,98
210920,Presidente Juscelino,2008,23
210920,Presidente Juscelino,2007,21
210923,Presidente Médici,2016,2
210923,Presidente Médici,2013,3
210923,Presidente Médici,2011,8
210923,Presidente Médici,2010,33
210923,Presidente Médici,2009,34
210923,Presidente Médici,2008,24
210923,Presidente Médici,2007,15
210927,Presidente Sarney,2014,19
210927,Presidente Sarney,2013,116
210927,Presidente Sarney,2012,32
210927,Presidente Sarney,2011,219
210927,Presidente Sarney,2010,9
210927,Presidente Sarney,2009,118
210927,Presidente Sarney,2008,710
210927,Presidente Sarney,2007,113
210930,Presidente Vargas,2014,1
210930,Presidente Vargas,2013,8
210930,Presidente Vargas,2011,1
210930,Presidente Vargas,2010,1
210930,Presidente Vargas,2009,2
210930,Presidente Vargas,2008,1
210930,Presidente Vargas,2007,6
210940,Primeira Cruz,2009,3
210945,Raposa,2011,1
210945,Raposa,2010,3
210945,Raposa,2009,8
210945,Raposa,2008,54
210945,Raposa,2007,42
210955,Ribamar Fiquene,2013,1
210960,Rosário,2012,2
210960,Rosário,2011,2
210960,Rosário,2010,12
210960,Rosário,2009,28
210960,Rosário,2008,17
210960,Rosário,2007,9
210975,Santa Filomena do Maranhão,2017,1
210975,Santa Filomena do Maranhão,2007,1
210980,Santa Helena,2017,26
210980,Santa Helena,2016,1
210980,Santa Helena,2015,3
210980,Santa Helena,2014,43
210980,Santa Helena,2013,40
210980,Santa Helena,2012,167
210980,Santa Helena,2011,408
210980,Santa Helena,2010,27
210980,Santa Helena,2009,113
210980,Santa Helena,2008,296
210980,Santa Helena,2007,123
210990,Santa Inês,2013,1
210990,Santa Inês,2012,3
210990,Santa Inês,2011,16
210990,Santa Inês,2010,23
210990,Santa Inês,2009,11
210990,Santa Inês,2008,14
210990,Santa Inês,2007,15
211000,Santa Luzia,2017,5
211000,Santa Luzia,2014,25
211000,Santa Luzia,2013,1
211000,Santa Luzia,2012,9
211000,Santa Luzia,2011,5
211000,Santa Luzia,2010,34
211000,Santa Luzia,2009,35
211000,Santa Luzia,2008,57
211000,Santa Luzia,2007,65
211003,Santa Luzia do Paruá,2016,3
211003,Santa Luzia do Paruá,2015,1
211003,Santa Luzia do Paruá,2013,5
211003,Santa Luzia do Paruá,2012,1
211003,Santa Luzia do Paruá,2011,38
211003,Santa Luzia do Paruá,2010,53
211003,Santa Luzia do Paruá,2009,52
211003,Santa Luzia do Paruá,2008,36
211003,Santa Luzia do Paruá,2007,35
211010,Santa Quitéria do Maranhão,2015,1
211010,Santa Quitéria do Maranhão,2007,2
211020,Santa Rita,2016,1
211020,Santa Rita,2009,1
211027,Santo Amaro do Maranhão,2008,1
211030,Santo Antônio dos Lopes,2016,1
211030,Santo Antônio dos Lopes,2011,1
211030,Santo Antônio dos Lopes,2010,1
211030,Santo Antônio dos Lopes,2009,1
211040,São Benedito do Rio Preto,2009,2
211050,São Bento,2009,1
211050,São Bento,2007,5
211070,São Domingos do Maranhão,2011,1
211070,São Domingos do Maranhão,2010,1
211070,São Domingos do Maranhão,2009,1
211070,São Domingos do Maranhão,2008,12
211070,São Domingos do Maranhão,2007,6
211080,São Félix de Balsas,2008,1
211090,São Francisco do Maranhão,2009,1
211100,São João Batista,2014,1
211100,São João Batista,2012,1
211100,São João Batista,2010,2
211102,São João do Carú,2012,3
211102,São João do Carú,2010,2
211102,São João do Carú,2009,2
211102,São João do Carú,2008,3
211102,São João do Carú,2007,21
211105,São João do Paraíso,2011,1
211107,São João do Soter,2015,1
211107,São João do Soter,2014,7
211107,São João do Soter,2009,3
211107,São João do Soter,2008,5
211110,São João dos Patos,2013,1
211120,São José de Ribamar,2013,1
211120,São José de Ribamar,2012,6
211120,São José de Ribamar,2011,3
211120,São José de Ribamar,2010,2
211120,São José de Ribamar,2009,11
211120,São José de Ribamar,2008,9
211120,São José de Ribamar,2007,42
211125,São José dos Basílios,2017,1
211125,São José dos Basílios,2011,1
211125,São José dos Basílios,2009,2
211125,São José dos Basílios,2008,2
211125,São José dos Basílios,2007,1
211130,São Luís,2018,1
211130,São Luís,2017,1
211130,São Luís,2014,5
211130,São Luís,2013,2
211130,São Luís,2012,13
211130,São Luís,2011,20
211130,São Luís,2010,37
211130,São Luís,2009,60
211130,São Luís,2008,154
211130,São Luís,2007,60
211140,São Luís Gonzaga do Maranhão,2013,4
211140,São Luís Gonzaga do Maranhão,2012,1
211140,São Luís Gonzaga do Maranhão,2011,1
211140,São Luís Gonzaga do Maranhão,2010,33
211140,São Luís Gonzaga do Maranhão,2009,3
211140,São Luís Gonzaga do Maranhão,2008,40
211140,São Luís Gonzaga do Maranhão,2007,7
211150,São Mateus do Maranhão,2014,1
211150,São Mateus do Maranhão,2013,10
211150,São Mateus do Maranhão,2011,3
211150,São Mateus do Maranhão,2010,38
211150,São Mateus do Maranhão,2009,145
211150,São Mateus do Maranhão,2008,19
211150,São Mateus do Maranhão,2007,23
211153,São Pedro da Água Branca,2014,1
211153,São Pedro da Água Branca,2011,3
211153,São Pedro da Água Branca,2008,20
211153,São Pedro da Água Branca,2007,1
211163,São Raimundo do Doca Bezerra,2018,2
211163,São Raimundo do Doca Bezerra,2012,1
211167,São Roberto,2018,1
211167,São Roberto,2016,1
211167,São Roberto,2015,2
211167,São Roberto,2009,1
211170,São Vicente Ferrer,2014,1
211172,Satubinha,2012,1
211172,Satubinha,2011,4
211174,Senador Alexandre Costa,2008,1
211176,Senador La Rocque,2011,2
211176,Senador La Rocque,2009,28
211176,Senador La Rocque,2008,125
211178,Serrano do Maranhão,2010,2
211178,Serrano do Maranhão,2007,1
211190,Sucupira do Norte,2011,2
211190,Sucupira do Norte,2010,2
211190,Sucupira do Norte,2009,2
211190,Sucupira do Norte,2007,1
211210,Timbiras,2011,4
211210,Timbiras,2008,14
211210,Timbiras,2007,18
211220,Timon,2008,2
211223,Trizidela do Vale,2014,1
211223,Trizidela do Vale,2012,1
211223,Trizidela do Vale,2011,1
211227,Tufilândia,2012,2
211227,Tufilândia,2011,4
211227,Tufilândia,2010,6
211227,Tufilândia,2009,7
211227,Tufilândia,2008,1
211227,Tufilândia,2007,16
211230,Tuntum,2012,1
211230,Tuntum,2011,1
211230,Tuntum,2007,1
211240,Turiaçu,2017,15
211240,Turiaçu,2016,7
211240,Turiaçu,2015,7
211240,Turiaçu,2014,2
211240,Turiaçu,2013,68
211240,Turiaçu,2012,259
211240,Turiaçu,2011,116
211240,Turiaçu,2010,76
211240,Turiaçu,2009,339
211240,Turiaçu,2008,15
211240,Turiaçu,2007,130
211245,Turilândia,2018,6
211245,Turilândia,2017,30
211245,Turilândia,2016,9
211245,Turilândia,2015,9
211245,Turilândia,2014,30
211245,Turilândia,2013,86
211245,Turilândia,2012,70
211245,Turilândia,2011,81
211245,Turilândia,2010,56
211245,Turilândia,2009,57
211245,Turilândia,2008,29
211245,Turilândia,2007,14
211250,Tutóia,2011,2
211250,Tutóia,2010,1
211250,Tutóia,2008,1
211250,Tutóia,2007,3
211260,Urbano Santos,2008,2
211260,Urbano Santos,2007,5
211270,Vargem Grande,2014,1
211270,Vargem Grande,2010,1
211270,Vargem Grande,2008,10
211270,Vargem Grande,2007,69
211280,Viana,2012,1
211280,Viana,2008,2
211280,Viana,2007,2
211285,Vila Nova dos Martírios,2010,16
211285,Vila Nova dos Martírios,2008,3
211285,Vila Nova dos Martírios,2007,1
211290,Vitória do Mearim,2012,1
211290,Vitória do Mearim,2011,21
211290,Vitória do Mearim,2010,3
211290,Vitória do Mearim,2007,3
211300,Vitorino Freire,2018,1
211300,Vitorino Freire,2014,1
211300,Vitorino Freire,2012,2
211300,Vitorino Freire,2011,1
211300,Vitorino Freire,2010,1
211300,Vitorino Freire,2009,1
211300,Vitorino Freire,2007,6
211400,Zé Doca,2018,41
211400,Zé Doca,2017,81
211400,Zé Doca,2014,4
211400,Zé Doca,2013,1
211400,Zé Doca,2012,9
211400,Zé Doca,2011,65
211400,Zé Doca,2010,229
211400,Zé Doca,2009,18
211400,Zé Doca,2008,6
211400,Zé Doca,2007,11
510010,Acorizal,2010,3
510010,Acorizal,2009,1
510010,Acorizal,2008,2
510010,Acorizal,2007,1
510020,Água Boa,2014,2
510020,Água Boa,2013,1
510020,Água Boa,2011,26
510020,Água Boa,2010,31
510025,Alta Floresta,2015,4
510025,Alta Floresta,2014,3
510025,Alta Floresta,2013,8
510025,Alta Floresta,2012,8
510025,Alta Floresta,2011,6
510025,Alta Floresta,2010,11
510025,Alta Floresta,2009,5
510025,Alta Floresta,2008,6
510025,Alta Floresta,2007,7
510030,Alto Araguaia,2018,1
510030,Alto Araguaia,2008,2
510035,Alto Boa Vista,2010,1
510060,Alto Taquari,2015,1
510060,Alto Taquari,2014,1
510080,Apiacás,2018,1
510080,Apiacás,2017,1
510080,Apiacás,2015,1
510080,Apiacás,2014,4
510080,Apiacás,2013,20
510080,Apiacás,2012,29
510080,Apiacás,2011,127
510080,Apiacás,2010,36
510080,Apiacás,2009,26
510080,Apiacás,2008,11
510080,Apiacás,2007,70
510100,Araguaiana,2013,1
510130,Arenápolis,2011,1
510140,Aripuanã,2018,180
510140,Aripuanã,2017,95
510140,Aripuanã,2016,23
510140,Aripuanã,2015,8
510140,Aripuanã,2014,28
510140,Aripuanã,2013,41
510140,Aripuanã,2012,100
510140,Aripuanã,2011,201
510140,Aripuanã,2010,249
510140,Aripuanã,2009,392
510140,Aripuanã,2008,499
510140,Aripuanã,2007,889
510170,Barra do Bugres,2017,1
510170,Barra do Bugres,2013,1
510170,Barra do Bugres,2011,1
510170,Barra do Bugres,2010,1
510170,Barra do Bugres,2009,1
510170,Barra do Bugres,2008,2
510170,Barra do Bugres,2007,6
510185,Bom Jesus do Araguaia,2010,2
510185,Bom Jesus do Araguaia,2008,1
510190,Brasnorte,2017,1
510190,Brasnorte,2016,1
510190,Brasnorte,2014,1
510190,Brasnorte,2013,5
510190,Brasnorte,2012,7
510190,Brasnorte,2011,15
510190,Brasnorte,2010,12
510190,Brasnorte,2009,21
510190,Brasnorte,2008,70
510190,Brasnorte,2007,283
510250,Cáceres,2017,1
510250,Cáceres,2014,1
510250,Cáceres,2012,2
510250,Cáceres,2011,2
510250,Cáceres,2010,1
510250,Cáceres,2009,3
510250,Cáceres,2008,3
510250,Cáceres,2007,6
510260,Campinápolis,2010,3
510260,Campinápolis,2009,1
510263,Campo Novo do Parecis,2014,1
510263,Campo Novo do Parecis,2013,2
510263,Campo Novo do Parecis,2012,1
510263,Campo Novo do Parecis,2011,1
510263,Campo Novo do Parecis,2010,1
510263,Campo Novo do Parecis,2009,4
510263,Campo Novo do Parecis,2008,3
510263,Campo Novo do Parecis,2007,5
510267,Campo Verde,2014,2
510268,Campos de Júlio,2012,2
510268,Campos de Júlio,2010,8
510268,Campos de Júlio,2009,27
510268,Campos de Júlio,2008,1
510268,Campos de Júlio,2007,1
510269,Canabrava do Norte,2010,1
510270,Canarana,2018,1
510279,Carlinda,2010,2
510285,Castanheira,2012,1
510285,Castanheira,2011,2
510285,Castanheira,2010,1
510285,Castanheira,2009,3
510285,Castanheira,2008,19
510285,Castanheira,2007,14
510300,Chapada dos Guimarães,2013,1
510300,Chapada dos Guimarães,2012,2
510300,Chapada dos Guimarães,2010,1
510300,Chapada dos Guimarães,2009,1
510300,Chapada dos Guimarães,2007,1
510305,Cláudia,2012,1
510305,Cláudia,2010,2
510305,Cláudia,2009,1
510305,Cláudia,2007,5
510310,Cocalinho,2016,2
510310,Cocalinho,2015,2
510310,Cocalinho,2008,2
510320,Colíder,2016,1
510320,Colíder,2013,2
510320,Colíder,2012,8
510320,Colíder,2011,4
510320,Colíder,2010,1
510320,Colíder,2009,1
510320,Colíder,2008,1
510320,Colíder,2007,1
510325,Colniza,2018,754
510325,Colniza,2017,462
510325,Colniza,2016,455
510325,Colniza,2015,1042
510325,Colniza,2014,829
510325,Colniza,2013,689
510325,Colniza,2012,614
510325,Colniza,2011,912
510325,Colniza,2010,1260
510325,Colniza,2009,2051
510325,Colniza,2008,2586
510325,Colniza,2007,4942
510330,Comodoro,2018,39
510330,Comodoro,2014,1
510330,Comodoro,2013,1
510330,Comodoro,2012,2
510330,Comodoro,2011,6
510330,Comodoro,2010,26
510330,Comodoro,2009,167
510330,Comodoro,2008,6
510330,Comodoro,2007,17
510335,Confresa,2012,1
510335,Confresa,2010,2
510335,Confresa,2009,2
510335,Confresa,2007,1
510336,Conquista D'Oeste,2010,3
510336,Conquista D'Oeste,2009,4
510336,Conquista D'Oeste,2008,1
510337,Cotriguaçu,2017,1
510337,Cotriguaçu,2014,1
510337,Cotriguaçu,2013,2
510337,Cotriguaçu,2011,1
510337,Cotriguaçu,2010,2
510337,Cotriguaçu,2009,1
510337,Cotriguaçu,2008,8
510337,Cotriguaçu,2007,7
510340,Cuiabá,2018,2
510340,Cuiabá,2017,4
510340,Cuiabá,2015,4
510340,Cuiabá,2014,8
510340,Cuiabá,2013,4
510340,Cuiabá,2012,11
510340,Cuiabá,2011,7
510340,Cuiabá,2010,15
510340,Cuiabá,2009,10
510340,Cuiabá,2008,16
510340,Cuiabá,2007,21
510350,Diamantino,2014,1
510350,Diamantino,2009,1
510360,Dom Aquino,2015,1
510370,Feliz Natal,2011,1
510370,Feliz Natal,2010,5
510370,Feliz Natal,2009,8
510370,Feliz Natal,2008,7
510370,Feliz Natal,2007,45
510385,Gaúcha do Norte,2015,1
510385,Gaúcha do Norte,2009,1
510385,Gaúcha do Norte,2008,2
510385,Gaúcha do Norte,2007,10
510390,General Carneiro,2009,2
510390,General Carneiro,2008,1
510395,Glória D'Oeste,2008,1
510410,Guarantã do Norte,2016,1
510410,Guarantã do Norte,2015,5
510410,Guarantã do Norte,2014,1
510410,Guarantã do Norte,2013,3
510410,Guarantã do Norte,2012,5
510410,Guarantã do Norte,2011,5
510410,Guarantã do Norte,2010,7
510410,Guarantã do Norte,2009,35
510410,Guarantã do Norte,2008,8
510410,Guarantã do Norte,2007,13
510420,Guiratinga,2018,2
510420,Guiratinga,2017,1
510420,Guiratinga,2016,1
510420,Guiratinga,2015,1
510420,Guiratinga,2014,3
510420,Guiratinga,2011,1
510420,Guiratinga,2009,1
510420,Guiratinga,2007,1
510452,Ipiranga do Norte,2017,1
510452,Ipiranga do Norte,2008,1
510454,Itanhangá,2011,2
510454,Itanhangá,2010,1
510454,Itanhangá,2007,1
510455,Itaúba,2015,2
510455,Itaúba,2014,3
510455,Itaúba,2012,2
510455,Itaúba,2007,12
510460,Itiquira,2011,2
510460,Itiquira,2009,1
510480,Jaciara,2010,1
510500,Jauru,2009,1
510510,Juara,2012,5
510510,Juara,2011,4
510510,Juara,2010,3
510510,Juara,2009,7
510510,Juara,2008,22
510510,Juara,2007,131
510515,Juína,2018,16
510515,Juína,2016,1
510515,Juína,2015,4
510515,Juína,2014,4
510515,Juína,2012,3
510515,Juína,2011,13
510515,Juína,2010,26
510515,Juína,2009,272
510515,Juína,2008,128
510515,Juína,2007,353
510517,Juruena,2015,2
510517,Juruena,2011,6
510517,Juruena,2010,5
510517,Juruena,2009,4
510517,Juruena,2008,22
510517,Juruena,2007,14
510520,Juscimeira,2011,1
510520,Juscimeira,2007,1
510525,Lucas do Rio Verde,2017,1
510525,Lucas do Rio Verde,2016,1
510525,Lucas do Rio Verde,2013,1
510525,Lucas do Rio Verde,2011,4
510525,Lucas do Rio Verde,2010,138
510525,Lucas do Rio Verde,2009,1
510525,Lucas do Rio Verde,2008,58
510525,Lucas do Rio Verde,2007,103
510550,Vila Bela da Santíssima Trindade,2010,5
510550,Vila Bela da Santíssima Trindade,2009,4
510550,Vila Bela da Santíssima Trindade,2008,1
510550,Vila Bela da Santíssima Trindade,2007,2
510558,Marcelândia,2012,2
510558,Marcelândia,2011,1
510558,Marcelândia,2010,1
510558,Marcelândia,2009,3
510558,Marcelândia,2008,2
510558,Marcelândia,2007,51
510560,Matupá,2018,1
510560,Matupá,2017,5
510560,Matupá,2015,2
510560,Matupá,2013,4
510560,Matupá,2012,1
510560,Matupá,2011,2
510560,Matupá,2010,5
510560,Matupá,2008,1
510560,Matupá,2007,2
510562,Mirassol d'Oeste,2018,1
510562,Mirassol d'Oeste,2015,1
510562,Mirassol d'Oeste,2010,1
510562,Mirassol d'Oeste,2009,1
510590,Nobres,2013,1
510590,Nobres,2012,1
510590,Nobres,2009,2
510615,Nova Bandeirantes,2018,1
510615,Nova Bandeirantes,2017,10
510615,Nova Bandeirantes,2016,74
510615,Nova Bandeirantes,2015,94
510615,Nova Bandeirantes,2014,54
510615,Nova Bandeirantes,2013,158
510615,Nova Bandeirantes,2012,16
510615,Nova Bandeirantes,2011,99
510615,Nova Bandeirantes,2010,56
510615,Nova Bandeirantes,2009,2
510615,Nova Bandeirantes,2008,5
510615,Nova Bandeirantes,2007,11
510617,Nova Nazaré,2017,1
510617,Nova Nazaré,2008,1
510618,Nova Lacerda,2018,2
510618,Nova Lacerda,2012,4
510618,Nova Lacerda,2011,5
510618,Nova Lacerda,2010,43
510618,Nova Lacerda,2009,20
510618,Nova Lacerda,2008,2
510618,Nova Lacerda,2007,9
510619,Nova Santa Helena,2010,1
510619,Nova Santa Helena,2009,2
510620,Nova Brasilândia,2008,1
510621,Nova Canaã do Norte,2010,1
510621,Nova Canaã do Norte,2009,1
510622,Nova Mutum,2012,3
510622,Nova Mutum,2011,2
510622,Nova Mutum,2010,9
510622,Nova Mutum,2007,4
510623,Nova Olímpia,2012,3
510623,Nova Olímpia,2007,1
510624,Nova Ubiratã,2012,1
510624,Nova Ubiratã,2011,1
510624,Nova Ubiratã,2008,4
510624,Nova Ubiratã,2007,119
510625,Nova Xavantina,2014,1
510625,Nova Xavantina,2007,1
510626,Novo Mundo,2018,1
510626,Novo Mundo,2017,1
510626,Novo Mundo,2015,2
510626,Novo Mundo,2014,5
510626,Novo Mundo,2013,18
510626,Novo Mundo,2012,2
510626,Novo Mundo,2011,3
510626,Novo Mundo,2009,2
510626,Novo Mundo,2008,2
510627,Novo Horizonte do Norte,2013,1
510627,Novo Horizonte do Norte,2009,1
510627,Novo Horizonte do Norte,2008,2
510627,Novo Horizonte do Norte,2007,1
510629,Paranaíta,2015,1
510629,Paranaíta,2014,1
510629,Paranaíta,2013,5
510629,Paranaíta,2012,1
510629,Paranaíta,2011,2
510629,Paranaíta,2010,3
510629,Paranaíta,2008,1
510629,Paranaíta,2007,12
510630,Paranatinga,2018,2
510630,Paranatinga,2016,1
510630,Paranatinga,2009,1
510630,Paranatinga,2007,1
510637,Pedra Preta,2012,1
510642,Peixoto de Azevedo,2016,3
510642,Peixoto de Azevedo,2015,1
510642,Peixoto de Azevedo,2014,5
510642,Peixoto de Azevedo,2013,20
510642,Peixoto de Azevedo,2012,16
510642,Peixoto de Azevedo,2011,3
510642,Peixoto de Azevedo,2010,25
510642,Peixoto de Azevedo,2009,9
510642,Peixoto de Azevedo,2008,4
510642,Peixoto de Azevedo,2007,8
510650,Poconé,2015,1
510650,Poconé,2013,2
510650,Poconé,2012,2
510650,Poconé,2011,5
510650,Poconé,2010,2
510665,Pontal do Araguaia,2010,1
510665,Pontal do Araguaia,2007,1
510675,Pontes e Lacerda,2017,1
510675,Pontes e Lacerda,2016,2
510675,Pontes e Lacerda,2015,1
510675,Pontes e Lacerda,2011,1
510675,Pontes e Lacerda,2010,3
510675,Pontes e Lacerda,2009,1
510675,Pontes e Lacerda,2008,4
510675,Pontes e Lacerda,2007,6
510677,Porto Alegre do Norte,2018,1
510680,Porto dos Gaúchos,2010,1
510680,Porto dos Gaúchos,2007,1
510704,Primavera do Leste,2008,1
510706,Querência,2014,3
510706,Querência,2013,2
510706,Querência,2011,8
510706,Querência,2009,2
510706,Querência,2008,2
510706,Querência,2007,8
510715,Reserva do Cabaçal,2008,1
510718,Ribeirão Cascalheira,2011,3
510718,Ribeirão Cascalheira,2010,8
510719,Ribeirãozinho,2014,2
510719,Ribeirãozinho,2011,1
510719,Ribeirãozinho,2009,7
510720,Rio Branco,2007,1
510724,Santa Carmem,2010,1
510726,Santo Afonso,2011,1
510726,Santo Afonso,2010,1
510729,São José do Povo,2008,1
510730,São José do Rio Claro,2015,1
510730,São José do Rio Claro,2010,1
510730,São José do Rio Claro,2009,1
510730,São José do Rio Claro,2008,19
510730,São José do Rio Claro,2007,17
510735,São José do Xingu,2018,1
510735,São José do Xingu,2015,1
510735,São José do Xingu,2013,5
510735,São José do Xingu,2011,1
510757,Rondolândia,2017,5
510757,Rondolândia,2016,4
510757,Rondolândia,2015,8
510757,Rondolândia,2014,17
510757,Rondolândia,2013,92
510757,Rondolândia,2012,34
510757,Rondolândia,2011,30
510757,Rondolândia,2010,25
510757,Rondolândia,2009,50
510757,Rondolândia,2008,150
510757,Rondolândia,2007,542
510760,Rondonópolis,2018,2
510760,Rondonópolis,2017,1
510760,Rondonópolis,2012,1
510760,Rondonópolis,2011,8
510760,Rondonópolis,2010,2
510760,Rondonópolis,2009,1
510760,Rondonópolis,2007,3
510770,Rosário Oeste,2013,1
510774,Santa Cruz do Xingu,2010,1
510774,Santa Cruz do Xingu,2007,1
510775,Salto do Céu,2009,1
510776,Santa Rita do Trivelato,2007,1
510777,Santa Terezinha,2008,1
510779,Santo Antônio do Leste,2012,1
510780,Santo Antônio do Leverger,2013,1
510780,Santo Antônio do Leverger,2007,4
510785,São Félix do Araguaia,2015,1
510785,São Félix do Araguaia,2014,1
510785,São Félix do Araguaia,2010,2
510785,São Félix do Araguaia,2009,1
510785,São Félix do Araguaia,2007,1
510787,Sapezal,2015,1
510787,Sapezal,2013,1
510787,Sapezal,2012,3
510787,Sapezal,2011,3
510787,Sapezal,2010,17
510787,Sapezal,2009,81
510787,Sapezal,2008,2
510787,Sapezal,2007,3
510788,Serra Nova Dourada,2018,1
510788,Serra Nova Dourada,2007,2
510790,Sinop,2018,1
510790,Sinop,2017,2
510790,Sinop,2016,1
510790,Sinop,2015,2
510790,Sinop,2013,35
510790,Sinop,2012,173
510790,Sinop,2011,28
510790,Sinop,2010,105
510790,Sinop,2009,10
510790,Sinop,2008,20
510790,Sinop,2007,90
510792,Sorriso,2016,1
510792,Sorriso,2013,1
510792,Sorriso,2011,3
510792,Sorriso,2010,5
510792,Sorriso,2009,2
510792,Sorriso,2008,8
510792,Sorriso,2007,12
510794,Tabaporã,2007,1
510795,Tangará da Serra,2014,1
510795,Tangará da Serra,2012,1
510795,Tangará da Serra,2010,1
510795,Tangará da Serra,2009,2
510795,Tangará da Serra,2008,2
510795,Tangará da Serra,2007,1
510800,Tapurah,2010,2
510800,Tapurah,2009,1
510800,Tapurah,2007,3
510805,Terra Nova do Norte,2015,1
510805,Terra Nova do Norte,2013,3
510805,Terra Nova do Norte,2012,1
510805,Terra Nova do Norte,2011,4
510805,Terra Nova do Norte,2009,2
510805,Terra Nova do Norte,2008,1
510805,Terra Nova do Norte,2007,1
510820,Torixoréu,2011,1
510820,Torixoréu,2009,2
510820,Torixoréu,2008,1
510830,União do Sul,2014,1
510830,União do Sul,2007,2
510835,Vale de São Domingos,2010,1
510835,Vale de São Domingos,2007,1
510840,Várzea Grande,2011,4
510840,Várzea Grande,2010,1
510840,Várzea Grande,2008,4
510850,Vera,2007,3
510860,Vila Rica,2016,1
510860,Vila Rica,2010,1
