BR Cod Mun Infecção,NM MUN (MUNINF.csv),Year of BR Data de Notificação,Number of Records
110001,Alta Floresta D'Oeste,2018,2
110001,Alta Floresta D'Oeste,2017,2
110001,Alta Floresta D'Oeste,2016,6
110001,Alta Floresta D'Oeste,2015,30
110001,Alta Floresta D'Oeste,2014,79
110001,Alta Floresta D'Oeste,2013,73
110001,Alta Floresta D'Oeste,2012,36
110001,Alta Floresta D'Oeste,2011,17
110001,Alta Floresta D'Oeste,2010,41
110001,Alta Floresta D'Oeste,2009,79
110001,Alta Floresta D'Oeste,2008,210
110001,Alta Floresta D'Oeste,2007,263
110002,Ariquemes,2018,633
110002,Ariquemes,2017,117
110002,Ariquemes,2016,98
110002,Ariquemes,2015,55
110002,Ariquemes,2014,81
110002,Ariquemes,2013,176
110002,Ariquemes,2012,209
110002,Ariquemes,2011,514
110002,Ariquemes,2010,1264
110002,Ariquemes,2009,1093
110002,Ariquemes,2008,1156
110002,Ariquemes,2007,1867
110003,Cabixi,2018,1
110003,Cabixi,2017,1
110003,Cabixi,2016,3
110003,Cabixi,2013,1
110003,Cabixi,2011,1
110003,Cabixi,2010,6
110003,Cabixi,2009,2
110003,Cabixi,2007,11
110004,Cacoal,2018,2
110004,Cacoal,2017,5
110004,Cacoal,2016,1
110004,Cacoal,2015,5
110004,Cacoal,2014,2
110004,Cacoal,2013,5
110004,Cacoal,2012,14
110004,Cacoal,2011,10
110004,Cacoal,2010,22
110004,Cacoal,2009,31
110004,Cacoal,2008,31
110004,Cacoal,2007,43
110005,Cerejeiras,2016,1
110005,Cerejeiras,2012,1
110005,Cerejeiras,2011,1
110005,Cerejeiras,2010,3
110005,Cerejeiras,2008,4
110005,Cerejeiras,2007,8
110006,Colorado do Oeste,2018,1
110006,Colorado do Oeste,2015,1
110006,Colorado do Oeste,2013,1
110006,Colorado do Oeste,2012,1
110006,Colorado do Oeste,2011,1
110006,Colorado do Oeste,2010,1
110006,Colorado do Oeste,2008,3
110006,Colorado do Oeste,2007,7
110007,Corumbiara,2012,1
110007,Corumbiara,2011,1
110007,Corumbiara,2010,4
110007,Corumbiara,2009,2
110007,Corumbiara,2008,3
110007,Corumbiara,2007,4
110008,Costa Marques,2018,11
110008,Costa Marques,2017,16
110008,Costa Marques,2016,94
110008,Costa Marques,2015,55
110008,Costa Marques,2014,42
110008,Costa Marques,2013,110
110008,Costa Marques,2012,196
110008,Costa Marques,2011,180
110008,Costa Marques,2010,390
110008,Costa Marques,2009,226
110008,Costa Marques,2008,292
110008,Costa Marques,2007,522
110009,Espigão D'Oeste,2018,1
110009,Espigão D'Oeste,2015,4
110009,Espigão D'Oeste,2014,2
110009,Espigão D'Oeste,2013,2
110009,Espigão D'Oeste,2012,16
110009,Espigão D'Oeste,2011,19
110009,Espigão D'Oeste,2010,960
110009,Espigão D'Oeste,2009,1047
110009,Espigão D'Oeste,2008,861
110009,Espigão D'Oeste,2007,54
110010,Guajará-Mirim,2018,316
110010,Guajará-Mirim,2017,311
110010,Guajará-Mirim,2016,285
110010,Guajará-Mirim,2015,504
110010,Guajará-Mirim,2014,331
110010,Guajará-Mirim,2013,483
110010,Guajará-Mirim,2012,582
110010,Guajará-Mirim,2011,654
110010,Guajará-Mirim,2010,1635
110010,Guajará-Mirim,2009,695
110010,Guajará-Mirim,2008,1153
110010,Guajará-Mirim,2007,2913
110011,Jaru,2018,2
110011,Jaru,2017,6
110011,Jaru,2016,6
110011,Jaru,2015,3
110011,Jaru,2014,3
110011,Jaru,2013,15
110011,Jaru,2012,20
110011,Jaru,2011,28
110011,Jaru,2010,33
110011,Jaru,2009,48
110011,Jaru,2008,73
110011,Jaru,2007,127
110012,Ji-Paraná,2018,8
110012,Ji-Paraná,2017,1
110012,Ji-Paraná,2016,4
110012,Ji-Paraná,2015,5
110012,Ji-Paraná,2014,6
110012,Ji-Paraná,2013,27
110012,Ji-Paraná,2012,41
110012,Ji-Paraná,2011,69
110012,Ji-Paraná,2010,113
110012,Ji-Paraná,2009,49
110012,Ji-Paraná,2008,58
110012,Ji-Paraná,2007,90
110013,Machadinho D'Oeste,2018,337
110013,Machadinho D'Oeste,2017,704
110013,Machadinho D'Oeste,2016,1214
110013,Machadinho D'Oeste,2015,641
110013,Machadinho D'Oeste,2014,323
110013,Machadinho D'Oeste,2013,752
110013,Machadinho D'Oeste,2012,1373
110013,Machadinho D'Oeste,2011,2164
110013,Machadinho D'Oeste,2010,3033
110013,Machadinho D'Oeste,2009,3116
110013,Machadinho D'Oeste,2008,3072
110013,Machadinho D'Oeste,2007,5226
110014,Nova Brasilândia D'Oeste,2017,1
110014,Nova Brasilândia D'Oeste,2016,3
110014,Nova Brasilândia D'Oeste,2015,1
110014,Nova Brasilândia D'Oeste,2014,5
110014,Nova Brasilândia D'Oeste,2013,5
110014,Nova Brasilândia D'Oeste,2012,2
110014,Nova Brasilândia D'Oeste,2011,18
110014,Nova Brasilândia D'Oeste,2010,77
110014,Nova Brasilândia D'Oeste,2009,64
110014,Nova Brasilândia D'Oeste,2008,26
110014,Nova Brasilândia D'Oeste,2007,151
110015,Ouro Preto do Oeste,2018,5
110015,Ouro Preto do Oeste,2017,5
110015,Ouro Preto do Oeste,2016,15
110015,Ouro Preto do Oeste,2015,2
110015,Ouro Preto do Oeste,2014,4
110015,Ouro Preto do Oeste,2013,9
110015,Ouro Preto do Oeste,2012,14
110015,Ouro Preto do Oeste,2011,9
110015,Ouro Preto do Oeste,2010,11
110015,Ouro Preto do Oeste,2009,8
110015,Ouro Preto do Oeste,2008,26
110015,Ouro Preto do Oeste,2007,24
110018,Pimenta Bueno,2017,1
110018,Pimenta Bueno,2016,3
110018,Pimenta Bueno,2015,1
110018,Pimenta Bueno,2014,8
110018,Pimenta Bueno,2013,4
110018,Pimenta Bueno,2012,13
110018,Pimenta Bueno,2011,15
110018,Pimenta Bueno,2010,39
110018,Pimenta Bueno,2009,103
110018,Pimenta Bueno,2008,25
110018,Pimenta Bueno,2007,16
110020,Porto Velho,2018,3374
110020,Porto Velho,2017,2717
110020,Porto Velho,2016,2887
110020,Porto Velho,2015,3392
110020,Porto Velho,2014,6220
110020,Porto Velho,2013,8837
110020,Porto Velho,2012,15567
110020,Porto Velho,2011,16755
110020,Porto Velho,2010,23641
110020,Porto Velho,2009,20289
110020,Porto Velho,2008,22374
110020,Porto Velho,2007,33472
110025,Presidente Médici,2018,1
110025,Presidente Médici,2014,3
110025,Presidente Médici,2013,2
110025,Presidente Médici,2012,2
110025,Presidente Médici,2011,14
110025,Presidente Médici,2010,42
110025,Presidente Médici,2009,22
110025,Presidente Médici,2008,24
110025,Presidente Médici,2007,108
110026,Rio Crespo,2018,54
110026,Rio Crespo,2017,42
110026,Rio Crespo,2016,70
110026,Rio Crespo,2015,15
110026,Rio Crespo,2014,90
110026,Rio Crespo,2013,77
110026,Rio Crespo,2012,88
110026,Rio Crespo,2011,185
110026,Rio Crespo,2010,655
110026,Rio Crespo,2009,723
110026,Rio Crespo,2008,660
110026,Rio Crespo,2007,582
110028,Rolim de Moura,2016,4
110028,Rolim de Moura,2015,1
110028,Rolim de Moura,2014,6
110028,Rolim de Moura,2013,8
110028,Rolim de Moura,2012,7
110028,Rolim de Moura,2011,8
110028,Rolim de Moura,2010,8
110028,Rolim de Moura,2009,12
110028,Rolim de Moura,2008,12
110028,Rolim de Moura,2007,16
110029,Santa Luzia D'Oeste,2017,1
110029,Santa Luzia D'Oeste,2014,1
110029,Santa Luzia D'Oeste,2013,1
110029,Santa Luzia D'Oeste,2012,1
110029,Santa Luzia D'Oeste,2011,1
110029,Santa Luzia D'Oeste,2009,1
110029,Santa Luzia D'Oeste,2008,1
110029,Santa Luzia D'Oeste,2007,7
110030,Vilhena,2018,12
110030,Vilhena,2017,3
110030,Vilhena,2015,4
110030,Vilhena,2014,4
110030,Vilhena,2013,11
110030,Vilhena,2012,13
110030,Vilhena,2011,8
110030,Vilhena,2010,44
110030,Vilhena,2009,43
110030,Vilhena,2008,18
110030,Vilhena,2007,67
110032,São Miguel do Guaporé,2018,3
110032,São Miguel do Guaporé,2017,1
110032,São Miguel do Guaporé,2016,2
110032,São Miguel do Guaporé,2015,3
110032,São Miguel do Guaporé,2014,5
110032,São Miguel do Guaporé,2013,8
110032,São Miguel do Guaporé,2012,16
110032,São Miguel do Guaporé,2011,52
110032,São Miguel do Guaporé,2010,156
110032,São Miguel do Guaporé,2009,63
110032,São Miguel do Guaporé,2008,65
110032,São Miguel do Guaporé,2007,108
110033,Nova Mamoré,2018,194
110033,Nova Mamoré,2017,85
110033,Nova Mamoré,2016,145
110033,Nova Mamoré,2015,199
110033,Nova Mamoré,2014,201
110033,Nova Mamoré,2013,199
110033,Nova Mamoré,2012,449
110033,Nova Mamoré,2011,762
110033,Nova Mamoré,2010,1034
110033,Nova Mamoré,2009,719
110033,Nova Mamoré,2008,1797
110033,Nova Mamoré,2007,6362
110034,Alvorada D'Oeste,2018,6
110034,Alvorada D'Oeste,2017,3
110034,Alvorada D'Oeste,2016,23
110034,Alvorada D'Oeste,2015,26
110034,Alvorada D'Oeste,2014,37
110034,Alvorada D'Oeste,2013,16
110034,Alvorada D'Oeste,2012,31
110034,Alvorada D'Oeste,2011,35
110034,Alvorada D'Oeste,2010,46
110034,Alvorada D'Oeste,2009,84
110034,Alvorada D'Oeste,2008,113
110034,Alvorada D'Oeste,2007,267
110037,Alto Alegre dos Parecis,2018,4
110037,Alto Alegre dos Parecis,2016,1
110037,Alto Alegre dos Parecis,2013,7
110037,Alto Alegre dos Parecis,2012,6
110037,Alto Alegre dos Parecis,2011,3
110037,Alto Alegre dos Parecis,2010,12
110037,Alto Alegre dos Parecis,2008,2
110037,Alto Alegre dos Parecis,2007,5
110040,Alto Paraíso,2018,202
110040,Alto Paraíso,2017,206
110040,Alto Paraíso,2016,213
110040,Alto Paraíso,2015,329
110040,Alto Paraíso,2014,30
110040,Alto Paraíso,2013,45
110040,Alto Paraíso,2012,133
110040,Alto Paraíso,2011,562
110040,Alto Paraíso,2010,1140
110040,Alto Paraíso,2009,1166
110040,Alto Paraíso,2008,1705
110040,Alto Paraíso,2007,2662
110045,Buritis,2018,6
110045,Buritis,2017,18
110045,Buritis,2016,82
110045,Buritis,2015,117
110045,Buritis,2014,46
110045,Buritis,2013,160
110045,Buritis,2012,181
110045,Buritis,2011,333
110045,Buritis,2010,505
110045,Buritis,2009,582
110045,Buritis,2008,1240
110045,Buritis,2007,2455
110050,Novo Horizonte do Oeste,2018,1
110050,Novo Horizonte do Oeste,2017,2
110050,Novo Horizonte do Oeste,2011,1
110050,Novo Horizonte do Oeste,2010,1
110050,Novo Horizonte do Oeste,2009,2
110050,Novo Horizonte do Oeste,2008,3
110050,Novo Horizonte do Oeste,2007,7
110060,Cacaulândia,2018,2
110060,Cacaulândia,2017,1
110060,Cacaulândia,2016,10
110060,Cacaulândia,2015,1
110060,Cacaulândia,2014,6
110060,Cacaulândia,2013,5
110060,Cacaulândia,2012,12
110060,Cacaulândia,2011,27
110060,Cacaulândia,2010,28
110060,Cacaulândia,2009,71
110060,Cacaulândia,2008,75
110060,Cacaulândia,2007,97
110070,Campo Novo de Rondônia,2018,7
110070,Campo Novo de Rondônia,2017,11
110070,Campo Novo de Rondônia,2016,6
110070,Campo Novo de Rondônia,2015,14
110070,Campo Novo de Rondônia,2014,39
110070,Campo Novo de Rondônia,2013,82
110070,Campo Novo de Rondônia,2012,256
110070,Campo Novo de Rondônia,2011,378
110070,Campo Novo de Rondônia,2010,428
110070,Campo Novo de Rondônia,2009,850
110070,Campo Novo de Rondônia,2008,1665
110070,Campo Novo de Rondônia,2007,2792
110080,Candeias do Jamari,2018,1701
110080,Candeias do Jamari,2017,1633
110080,Candeias do Jamari,2016,991
110080,Candeias do Jamari,2015,1111
110080,Candeias do Jamari,2014,1493
110080,Candeias do Jamari,2013,1716
110080,Candeias do Jamari,2012,2925
110080,Candeias do Jamari,2011,4470
110080,Candeias do Jamari,2010,4182
110080,Candeias do Jamari,2009,3779
110080,Candeias do Jamari,2008,4388
110080,Candeias do Jamari,2007,7028
110090,Castanheiras,2013,2
110090,Castanheiras,2012,2
110090,Castanheiras,2011,3
110090,Castanheiras,2010,24
110090,Castanheiras,2009,9
110090,Castanheiras,2008,27
110090,Castanheiras,2007,68
110092,Chupinguaia,2018,2
110092,Chupinguaia,2017,1
110092,Chupinguaia,2015,1
110092,Chupinguaia,2014,5
110092,Chupinguaia,2013,4
110092,Chupinguaia,2012,1
110092,Chupinguaia,2011,5
110092,Chupinguaia,2010,8
110092,Chupinguaia,2009,15
110092,Chupinguaia,2008,18
110092,Chupinguaia,2007,61
110094,Cujubim,2018,321
110094,Cujubim,2017,342
110094,Cujubim,2016,299
110094,Cujubim,2015,130
110094,Cujubim,2014,321
110094,Cujubim,2013,519
110094,Cujubim,2012,539
110094,Cujubim,2011,1437
110094,Cujubim,2010,1947
110094,Cujubim,2009,2542
110094,Cujubim,2008,2084
110094,Cujubim,2007,3331
110100,Governador Jorge Teixeira,2017,1
110100,Governador Jorge Teixeira,2016,2
110100,Governador Jorge Teixeira,2015,1
110100,Governador Jorge Teixeira,2014,3
110100,Governador Jorge Teixeira,2013,9
110100,Governador Jorge Teixeira,2012,7
110100,Governador Jorge Teixeira,2011,4
110100,Governador Jorge Teixeira,2010,16
110100,Governador Jorge Teixeira,2009,155
110100,Governador Jorge Teixeira,2008,242
110100,Governador Jorge Teixeira,2007,75
110110,Itapuã do Oeste,2018,488
110110,Itapuã do Oeste,2017,464
110110,Itapuã do Oeste,2016,225
110110,Itapuã do Oeste,2015,49
110110,Itapuã do Oeste,2014,92
110110,Itapuã do Oeste,2013,152
110110,Itapuã do Oeste,2012,287
110110,Itapuã do Oeste,2011,383
110110,Itapuã do Oeste,2010,745
110110,Itapuã do Oeste,2009,688
110110,Itapuã do Oeste,2008,1072
110110,Itapuã do Oeste,2007,2592
110120,Ministro Andreazza,2017,3
110120,Ministro Andreazza,2015,1
110120,Ministro Andreazza,2013,1
110120,Ministro Andreazza,2010,2
110120,Ministro Andreazza,2008,2
110120,Ministro Andreazza,2007,5
110130,Mirante da Serra,2016,2
110130,Mirante da Serra,2014,1
110130,Mirante da Serra,2013,3
110130,Mirante da Serra,2012,10
110130,Mirante da Serra,2011,3
110130,Mirante da Serra,2010,17
110130,Mirante da Serra,2009,10
110130,Mirante da Serra,2008,17
110130,Mirante da Serra,2007,202
110140,Monte Negro,2018,13
110140,Monte Negro,2017,11
110140,Monte Negro,2016,67
110140,Monte Negro,2015,48
110140,Monte Negro,2014,41
110140,Monte Negro,2013,77
110140,Monte Negro,2012,108
110140,Monte Negro,2011,140
110140,Monte Negro,2010,170
110140,Monte Negro,2009,399
110140,Monte Negro,2008,350
110140,Monte Negro,2007,805
110143,Nova União,2017,1
110143,Nova União,2013,1
110143,Nova União,2011,8
110143,Nova União,2010,19
110143,Nova União,2009,11
110143,Nova União,2008,15
110143,Nova União,2007,28
110145,Parecis,2014,1
110145,Parecis,2010,2
110145,Parecis,2009,3
110145,Parecis,2008,3
110145,Parecis,2007,3
110146,Pimenteiras do Oeste,2017,1
110146,Pimenteiras do Oeste,2015,1
110146,Pimenteiras do Oeste,2014,2
110146,Pimenteiras do Oeste,2013,10
110146,Pimenteiras do Oeste,2012,16
110146,Pimenteiras do Oeste,2011,56
110146,Pimenteiras do Oeste,2010,65
110146,Pimenteiras do Oeste,2009,15
110146,Pimenteiras do Oeste,2008,34
110146,Pimenteiras do Oeste,2007,48
110147,Primavera de Rondônia,2013,1
110147,Primavera de Rondônia,2012,1
110147,Primavera de Rondônia,2011,8
110147,Primavera de Rondônia,2010,2
110147,Primavera de Rondônia,2009,1
110147,Primavera de Rondônia,2008,5
110147,Primavera de Rondônia,2007,5
110148,São Felipe D'Oeste,2013,2
110148,São Felipe D'Oeste,2011,1
110148,São Felipe D'Oeste,2010,1
110148,São Felipe D'Oeste,2009,1
110148,São Felipe D'Oeste,2008,1
110148,São Felipe D'Oeste,2007,2
110149,São Francisco do Guaporé,2018,3
110149,São Francisco do Guaporé,2017,1
110149,São Francisco do Guaporé,2016,10
110149,São Francisco do Guaporé,2015,14
110149,São Francisco do Guaporé,2014,23
110149,São Francisco do Guaporé,2013,39
110149,São Francisco do Guaporé,2012,23
110149,São Francisco do Guaporé,2011,18
110149,São Francisco do Guaporé,2010,36
110149,São Francisco do Guaporé,2009,80
110149,São Francisco do Guaporé,2008,197
110149,São Francisco do Guaporé,2007,349
110150,Seringueiras,2018,4
110150,Seringueiras,2016,2
110150,Seringueiras,2015,3
110150,Seringueiras,2014,3
110150,Seringueiras,2013,7
110150,Seringueiras,2012,13
110150,Seringueiras,2011,31
110150,Seringueiras,2010,13
110150,Seringueiras,2009,28
110150,Seringueiras,2008,84
110150,Seringueiras,2007,40
110155,Teixeirópolis,2017,1
110155,Teixeirópolis,2016,1
110155,Teixeirópolis,2014,1
110155,Teixeirópolis,2013,3
110155,Teixeirópolis,2011,1
110155,Teixeirópolis,2010,4
110155,Teixeirópolis,2007,2
110160,Theobroma,2018,5
110160,Theobroma,2017,20
110160,Theobroma,2016,2
110160,Theobroma,2015,2
110160,Theobroma,2014,1
110160,Theobroma,2013,13
110160,Theobroma,2012,8
110160,Theobroma,2011,26
110160,Theobroma,2010,53
110160,Theobroma,2009,136
110160,Theobroma,2008,326
110160,Theobroma,2007,765
110170,Urupá,2018,1
110170,Urupá,2017,1
110170,Urupá,2016,2
110170,Urupá,2015,2
110170,Urupá,2014,3
110170,Urupá,2013,5
110170,Urupá,2012,2
110170,Urupá,2011,7
110170,Urupá,2010,3
110170,Urupá,2009,11
110170,Urupá,2008,11
110170,Urupá,2007,59
110175,Vale do Anari,2018,9
110175,Vale do Anari,2017,20
110175,Vale do Anari,2016,36
110175,Vale do Anari,2015,14
110175,Vale do Anari,2014,52
110175,Vale do Anari,2013,263
110175,Vale do Anari,2012,168
110175,Vale do Anari,2011,148
110175,Vale do Anari,2010,320
110175,Vale do Anari,2009,696
110175,Vale do Anari,2008,824
110175,Vale do Anari,2007,1009
110180,Vale do Paraíso,2018,1
110180,Vale do Paraíso,2016,1
110180,Vale do Paraíso,2015,1
110180,Vale do Paraíso,2012,2
110180,Vale do Paraíso,2011,2
110180,Vale do Paraíso,2010,1
110180,Vale do Paraíso,2009,5
110180,Vale do Paraíso,2008,23
110180,Vale do Paraíso,2007,40
120001,Acrelândia,2018,100
120001,Acrelândia,2017,93
120001,Acrelândia,2016,27
120001,Acrelândia,2015,32
120001,Acrelândia,2014,120
120001,Acrelândia,2013,544
120001,Acrelândia,2012,61
120001,Acrelândia,2011,57
120001,Acrelândia,2010,134
120001,Acrelândia,2009,70
120001,Acrelândia,2008,263
120001,Acrelândia,2007,863
120005,Assis Brasil,2018,1
120005,Assis Brasil,2017,1
120005,Assis Brasil,2016,2
120005,Assis Brasil,2015,2
120005,Assis Brasil,2014,2
120005,Assis Brasil,2013,15
120005,Assis Brasil,2012,25
120005,Assis Brasil,2011,4
120005,Assis Brasil,2010,4
120005,Assis Brasil,2008,3
120005,Assis Brasil,2007,2
120010,Brasiléia,2018,1
120010,Brasiléia,2015,3
120010,Brasiléia,2013,2
120010,Brasiléia,2012,3
120010,Brasiléia,2011,5
120010,Brasiléia,2010,5
120010,Brasiléia,2008,4
120010,Brasiléia,2007,9
120013,Bujari,2018,7
120013,Bujari,2017,12
120013,Bujari,2016,48
120013,Bujari,2015,17
120013,Bujari,2014,202
120013,Bujari,2013,3
120013,Bujari,2012,3
120013,Bujari,2011,9
120013,Bujari,2010,30
120013,Bujari,2009,10
120013,Bujari,2008,60
120013,Bujari,2007,211
120017,Capixaba,2018,4
120017,Capixaba,2017,7
120017,Capixaba,2016,7
120017,Capixaba,2015,9
120017,Capixaba,2014,4
120017,Capixaba,2013,3
120017,Capixaba,2012,10
120017,Capixaba,2011,6
120017,Capixaba,2010,32
120017,Capixaba,2009,29
120017,Capixaba,2008,62
120017,Capixaba,2007,134
120020,Cruzeiro do Sul,2018,12932
120020,Cruzeiro do Sul,2017,20910
120020,Cruzeiro do Sul,2016,19031
120020,Cruzeiro do Sul,2015,13950
120020,Cruzeiro do Sul,2014,17200
120020,Cruzeiro do Sul,2013,19734
120020,Cruzeiro do Sul,2012,16054
120020,Cruzeiro do Sul,2011,12678
120020,Cruzeiro do Sul,2010,21632
120020,Cruzeiro do Sul,2009,14700
120020,Cruzeiro do Sul,2008,13469
120020,Cruzeiro do Sul,2007,26371
120025,Epitaciolândia,2015,2
120025,Epitaciolândia,2014,1
120025,Epitaciolândia,2013,1
120025,Epitaciolândia,2011,1
120025,Epitaciolândia,2010,2
120025,Epitaciolândia,2009,6
120025,Epitaciolândia,2008,1
120025,Epitaciolândia,2007,6
120030,Feijó,2018,6
120030,Feijó,2017,6
120030,Feijó,2016,4
120030,Feijó,2015,9
120030,Feijó,2014,41
120030,Feijó,2013,6
120030,Feijó,2012,16
120030,Feijó,2011,5
120030,Feijó,2010,32
120030,Feijó,2009,7
120030,Feijó,2008,10
120030,Feijó,2007,107
120032,Jordão,2018,2
120032,Jordão,2017,8
120032,Jordão,2016,9
120032,Jordão,2015,15
120032,Jordão,2014,46
120032,Jordão,2013,36
120032,Jordão,2012,39
120032,Jordão,2011,7
120032,Jordão,2010,77
120032,Jordão,2009,225
120032,Jordão,2008,232
120032,Jordão,2007,184
120033,Mâncio Lima,2018,7881
120033,Mâncio Lima,2017,9343
120033,Mâncio Lima,2016,7685
120033,Mâncio Lima,2015,5383
120033,Mâncio Lima,2014,6076
120033,Mâncio Lima,2013,7416
120033,Mâncio Lima,2012,5206
120033,Mâncio Lima,2011,4775
120033,Mâncio Lima,2010,5729
120033,Mâncio Lima,2009,5047
120033,Mâncio Lima,2008,4444
120033,Mâncio Lima,2007,6690
120034,Manoel Urbano,2018,2
120034,Manoel Urbano,2015,1
120034,Manoel Urbano,2014,5
120034,Manoel Urbano,2013,5
120034,Manoel Urbano,2012,2
120034,Manoel Urbano,2011,1
120034,Manoel Urbano,2009,7
120034,Manoel Urbano,2008,2
120034,Manoel Urbano,2007,4
120035,Marechal Thaumaturgo,2018,76
120035,Marechal Thaumaturgo,2017,76
120035,Marechal Thaumaturgo,2016,64
120035,Marechal Thaumaturgo,2015,63
120035,Marechal Thaumaturgo,2014,98
120035,Marechal Thaumaturgo,2013,80
120035,Marechal Thaumaturgo,2012,85
120035,Marechal Thaumaturgo,2011,55
120035,Marechal Thaumaturgo,2010,174
120035,Marechal Thaumaturgo,2009,199
120035,Marechal Thaumaturgo,2008,69
120035,Marechal Thaumaturgo,2007,170
120038,Plácido de Castro,2018,12
120038,Plácido de Castro,2017,70
120038,Plácido de Castro,2016,27
120038,Plácido de Castro,2015,48
120038,Plácido de Castro,2014,51
120038,Plácido de Castro,2013,125
120038,Plácido de Castro,2012,48
120038,Plácido de Castro,2011,169
120038,Plácido de Castro,2010,479
120038,Plácido de Castro,2009,246
120038,Plácido de Castro,2008,395
120038,Plácido de Castro,2007,1315
120039,Porto Walter,2018,78
120039,Porto Walter,2017,288
120039,Porto Walter,2016,315
120039,Porto Walter,2015,522
120039,Porto Walter,2014,347
120039,Porto Walter,2013,289
120039,Porto Walter,2012,371
120039,Porto Walter,2011,72
120039,Porto Walter,2010,379
120039,Porto Walter,2009,359
120039,Porto Walter,2008,153
120039,Porto Walter,2007,563
120040,Rio Branco,2018,89
120040,Rio Branco,2017,129
120040,Rio Branco,2016,130
120040,Rio Branco,2015,105
120040,Rio Branco,2014,79
120040,Rio Branco,2013,98
120040,Rio Branco,2012,162
120040,Rio Branco,2011,137
120040,Rio Branco,2010,214
120040,Rio Branco,2009,156
120040,Rio Branco,2008,229
120040,Rio Branco,2007,536
120042,Rodrigues Alves,2018,4181
120042,Rodrigues Alves,2017,4720
120042,Rodrigues Alves,2016,5995
120042,Rodrigues Alves,2015,5383
120042,Rodrigues Alves,2014,5206
120042,Rodrigues Alves,2013,3636
120042,Rodrigues Alves,2012,3701
120042,Rodrigues Alves,2011,3583
120042,Rodrigues Alves,2010,4441
120042,Rodrigues Alves,2009,2310
120042,Rodrigues Alves,2008,3103
120042,Rodrigues Alves,2007,7894
120043,Santa Rosa do Purus,2016,1
120043,Santa Rosa do Purus,2015,1
120043,Santa Rosa do Purus,2014,3
120043,Santa Rosa do Purus,2012,2
120043,Santa Rosa do Purus,2010,1
120043,Santa Rosa do Purus,2008,1
120043,Santa Rosa do Purus,2007,1
120045,Senador Guiomard,2018,236
120045,Senador Guiomard,2017,161
120045,Senador Guiomard,2016,205
120045,Senador Guiomard,2015,153
120045,Senador Guiomard,2014,70
120045,Senador Guiomard,2013,82
120045,Senador Guiomard,2012,99
120045,Senador Guiomard,2011,31
120045,Senador Guiomard,2010,148
120045,Senador Guiomard,2009,98
120045,Senador Guiomard,2008,446
120045,Senador Guiomard,2007,1073
120050,Sena Madureira,2017,3
120050,Sena Madureira,2016,2
120050,Sena Madureira,2015,5
120050,Sena Madureira,2014,5
120050,Sena Madureira,2013,5
120050,Sena Madureira,2012,3
120050,Sena Madureira,2011,3
120050,Sena Madureira,2010,6
120050,Sena Madureira,2009,3
120050,Sena Madureira,2008,19
120050,Sena Madureira,2007,14
120060,Tarauacá,2018,152
120060,Tarauacá,2017,175
120060,Tarauacá,2016,819
120060,Tarauacá,2015,952
120060,Tarauacá,2014,1457
120060,Tarauacá,2013,1974
120060,Tarauacá,2012,973
120060,Tarauacá,2011,532
120060,Tarauacá,2010,2662
120060,Tarauacá,2009,2454
120060,Tarauacá,2008,2403
120060,Tarauacá,2007,1934
120070,Xapuri,2018,9
120070,Xapuri,2017,6
120070,Xapuri,2015,6
120070,Xapuri,2014,1
120070,Xapuri,2013,3
120070,Xapuri,2012,9
120070,Xapuri,2010,7
120070,Xapuri,2009,3
120070,Xapuri,2008,35
120070,Xapuri,2007,156
120080,Porto Acre,2018,35
120080,Porto Acre,2017,21
120080,Porto Acre,2016,17
120080,Porto Acre,2015,38
120080,Porto Acre,2014,30
120080,Porto Acre,2013,55
120080,Porto Acre,2012,151
120080,Porto Acre,2011,106
120080,Porto Acre,2010,70
120080,Porto Acre,2009,86
120080,Porto Acre,2008,126
120080,Porto Acre,2007,326
130002,Alvarães,2018,1293
130002,Alvarães,2017,1535
130002,Alvarães,2016,522
130002,Alvarães,2015,1935
130002,Alvarães,2014,1589
130002,Alvarães,2013,2941
130002,Alvarães,2012,1980
130002,Alvarães,2011,738
130002,Alvarães,2010,1049
130002,Alvarães,2009,3140
130002,Alvarães,2008,3661
130002,Alvarães,2007,3573
130006,Amaturá,2018,6
130006,Amaturá,2017,5
130006,Amaturá,2015,17
130006,Amaturá,2014,97
130006,Amaturá,2013,195
130006,Amaturá,2012,81
130006,Amaturá,2011,15
130006,Amaturá,2010,25
130006,Amaturá,2009,195
130006,Amaturá,2008,14
130006,Amaturá,2007,151
130008,Anamã,2018,7
130008,Anamã,2017,1
130008,Anamã,2016,7
130008,Anamã,2015,3
130008,Anamã,2014,8
130008,Anamã,2013,5
130008,Anamã,2012,2
130008,Anamã,2011,19
130008,Anamã,2010,8
130008,Anamã,2009,16
130008,Anamã,2008,47
130008,Anamã,2007,349
130010,Anori,2018,2
130010,Anori,2016,2
130010,Anori,2015,3
130010,Anori,2014,2
130010,Anori,2013,3
130010,Anori,2012,10
130010,Anori,2011,3
130010,Anori,2010,9
130010,Anori,2009,9
130010,Anori,2008,9
130010,Anori,2007,309
130014,Apuí,2018,63
130014,Apuí,2017,185
130014,Apuí,2016,37
130014,Apuí,2015,39
130014,Apuí,2014,65
130014,Apuí,2013,189
130014,Apuí,2012,190
130014,Apuí,2011,190
130014,Apuí,2010,232
130014,Apuí,2009,283
130014,Apuí,2008,641
130014,Apuí,2007,1351
